id,name,address,postcode,a,b,lat,long,city,notes,website,History
282522,Be At One Farringdon,"Be At One Farringdon, Basement And Ground Floor Lindsey House, 40-42 Charterhouse Street, London",EC1M 6JN,531888,181857,51.520235,-0.100477,Islington,Cocktail bar,,
282527,Bedford Tavern,"Bedford Tavern, Ground Floor, 160 Seven Sisters Road, London",N7 7PT,530962,186406,51.561331,-0.112124,Islington,Pub,https://www.london.camra.org.uk/viewnode.php?id=280592,temporarily closed
282528,Beduin,"Beduin, Basement And Ground Floors Front 57-59, 57-61 Charterhouse Street, London",EC1M 6HA,531679,181749,51.519322,-0.103527,Islington,Club,,Permanently closed
282559,Big Red,"Big Red, The Big Red Pub The Arcade, 385 Holloway Road, London",N7 0RY,622675,-5527598,,,Islington,Pub,https://bigredholloway.co.uk/,
282572,Blackstock Public House,"Blackstock Public House, Ground Floor, 284 Seven Sisters Road, London",N4 2HY,531486,186774,51.564525,-0.104432,Islington,Pub,http://blackstockpub.com/,
282579,Blue Nile,"Blue Nile, Ground Floor, 182 Seven Sisters Road, London",N7 7PX,622675,-5527598,,,Islington,Ethiopian restaurant,,
282605,Bourne & Hollingsworth Buildings,"Bourne & Hollingsworth Buildings, Basement to First, 42 Northampton Road, London",EC1R 0HU,531394,182437,51.525571,-0.107376,Islington,Restaurant,,
282626,Britannia Public House,"Britannia Public House, 94 Ironmonger Row, London, EC1V 3QR",EC1V 3QR,532282,182656,51.527332,-0.094501,Islington,Pub,http://www.britanniatavern.com/,
282661,Cafe Kick,"Cafe Kick, Shop, 43 Exmouth Market, London",EC1R 4QL,622675,-5527598,,,Islington,Café,,
282684,Camden Head Public House,"Camden Head Public House, Ground Floor, 2 Camden Walk, London",N1 8DY,531683,183565,51.535641,-0.102791,Islington,Pub,https://www.greeneking.co.uk/pubs/greater-london/camden-head?utm_source=g_places&utm_medium=locations&utm_campaign=HT_pubpage,
282691,Cannons - The Factory,"Cannons - The Factory, 223A Blackstock Road, London, N5 2LL",N5 2LL,622675,-5527598,,,Islington,Pub,https://camra.org.uk/pubs/cannon-london-156675,Still open: https://www.allinlondon.co.uk/clubs-bars/bars/7161-cannons-the-factory
282753,CC Lounge,"CC Lounge, Basement And Ground Floors, 3 Chapel Market, London",N1 9EZ,622675,-5527598,,,Islington,Club,,Permanently closed
282762,Chapel Bar,"Chapel Bar, 29 Penton Street, London, N1 9PX",N1 9PX,531077,183223,51.532709,-0.111651,Islington,Bar,,
282768,Charles 1 Public House,"Charles 1 Public House, 55-57 Northdown Street, London, N1 9BL",N1 9BL,530517,183182,51.53247,-0.119735,Islington,Pub,http://www.kingcharles1st.co.uk/,
282808,City Pride Public House,"City Pride Public House, 28 Farringdon Lane, London, EC1R 3AU",EC1R 3AU,622675,-5527598,,,Islington,Pub,http://www.cityprideclerkenwell.co.uk/,
282813,Clerkenwell & Social,"Clerkenwell & Social, Ground and Lower Ground Floors, 2-5 St John's Square, London",EC1M 4DE,531687,182070,51.522196,-0.103293,Islington,Cocktail bar,,
282816,Clissold Park Tavern,"Clissold Park Tavern, 177 Green Lanes, London, N16 9DB",N16 9DB,532449,186052,51.557811,-0.090818,Islington,Pub,http://clissoldparktavern.com/,
282819,Club Glam,"Club Glam, Basement Albert House, 256-260 Old Street, London",EC1V 9DD,532934,182513,51.525894,-0.085162,Islington,Club,,
282849,Corner Flag PH,"Corner Flag PH, 472 Hornsey Road, London, N19 4EF",N19 4EF,530269,187050,51.567279,-0.121877,Islington,Pub,https://camra.org.uk/pubs/corner-flag-upper-holloway-125089,
282866,Cousin's Professional Snooker Club,"Cousin's Professional Snooker Club, First And Second Floors, 8-14 Seven Sisters Road, London",N7 6AH,530518,186028,51.558037,-0.118666,Islington,Sports venue,,
282879,Crown Public House,"Crown Public House, 622 Holloway Road, London, N19 3PA",N19 3PA,622675,-5527598,,,Islington,Pub,https://camra.org.uk/pubs/crown-upper-holloway-125078,
282880,Crown Tavern Public House,"Crown Tavern Public House, 43 Clerkenwell Green, London, EC1R 0EG",EC1R 0EG,622675,-5527598,,,Islington,Pub,https://www.thecrowntavernec1.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
282906,Dame Alice Owen Public House,"Dame Alice Owen Public House, Ground Floor, 292-294 St John Street, London",EC1V 4PA,531579,182736,51.528206,-0.104585,Islington,Pub,http://www.damealiceowen.com/,
282952,Doyles Tavern,"Doyles Tavern, 379 Caledonian Road, London, N7 9DQ",N7 9DQ,622675,-5527598,,,Islington,Pub,https://www.doylestavern.co.uk/,
282955,Dreamboys,"Dreamboys, 23 City Road, London, EC1Y 1AG",EC1Y 1AG,532823,182163,51.522775,-0.086893,Islington,entertainer,,
282960,Duchess Of Kent,"Duchess Of Kent, 441 Liverpool Road, London, N7 8PR",N7 8PR,622675,-5527598,,,Islington,Pub,https://www.theduchessofkent.co.uk/,
282969,Eagle Public House,"Eagle Public House, 159 Farringdon Road, London, EC1R 3AL",EC1R 3AL,531233,182276,51.524162,-0.109756,Islington,Pub,http://www.theeaglefarringdon.co.uk/,
282970,Earl Of Essex Public House,"Earl Of Essex Public House, 25 Danbury Street, London, N1 8LE",N1 8LE,622675,-5527598,,,Islington,Pub,https://www.earlofessex.net/,
282984,El Comandante Public House,"El Comandante Public House, 10 Annette Road, London, N7 6ET",N7 6ET,530946,185752,51.555466,-0.112598,Islington,Bar,https://camra.org.uk/pubs/che-holloway-124884,
283002,Enkel Arms,"Enkel Arms, 34-36 Seven Sisters Road, London, N7 6AA",N7 6AA,622675,-5527598,,,Islington,pub,https://www.theenkelarmssevensisters.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
283032,Fabric,"Fabric, Basement and Ground Floor, 77A Charterhouse Street, London",EC1M 6BN,531730,181775,51.519544,-0.102783,Islington,Club,,
283040,Famous Cock Tavern Public House,"Famous Cock Tavern Public House, 259 Upper Street, London, N1 1RU",N1 1RU,531611,184718,51.546019,-0.103398,Islington,Pub,http://www.socialpubandkitchen.co.uk/famous-cock-tavern-islington?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
283041,Famous Cocktail Bar,"Famous Cocktail Bar, 259 Upper Street, London, N1 1RU",N1 1RU,531611,184718,51.546019,-0.103398,Islington,Cocktail bar,,
283058,Finch's PH,"Finch's PH, Ground Floor Planet House, 12A Finsbury Square, London",EC2A 1AN,532790,182048,51.521749,-0.087397,Islington,Pub,https://www.finchspub.co.uk/,
283083,Flight Club,"Flight Club, Basement and Ground Floors, 56 Upper Street, London",N1 0NY,531571,183546,51.535496,-0.104412,Islington,Pub,https://flightclubdarts.com/uk/london-islington/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business&utm_content=venue-page,
283095,For Your Eyes Only,"For Your Eyes Only, 23 City Road, London, EC1Y 1AG",EC1Y 1AG,532823,182163,51.522775,-0.086893,Islington,Club,,
283100,Fox on the Green,"Fox on the Green, 1 Islington Green, London, N1 2XH",N1 2XH,622675,-5527598,,,Islington,Pub,http://www.socialpubandkitchen.co.uk/fox-on-the-green-islington?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
283203,Green Man Public House,"Green Man Public House, Basement And Ground Floors, 144 Essex Road, London",N1 8LX,622675,-5527598,,,Islington,Pub,https://greenmanislington.co.uk/,
283223,Gunners Public House,"Gunners Public House, 204 Blackstock Road, London, N5 1EN",N5 1EN,531891,186168,51.558975,-0.098805,Islington,Pub,https://thegunnerspub.co.uk/about,
283254,Hemingford Arms Public House,"Hemingford Arms Public House, 158 Hemingford Road, London, N1 1DF",N1 1DF,530943,184372,51.543065,-0.113154,Islington,Pub,https://www.hemingfordarms.com/?utm_source=g_places&utm_medium=locations&utm_campaign=MC_pubpage,
283255,Hen & Chickens Public House,"Hen & Chickens Public House, 109 St Paul's Road, London, N1 2NA",N1 2NA,531713,184717,51.545987,-0.101928,Islington,Pub,https://www.thehenandchickenstheatrebar.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
283264,Highbury Library,"Highbury Library, Ground Floor, 66A Drayton Park, London",N5 1ND,531499,185535,51.553388,-0.104707,Islington,bar,,
283328,Hoxley and Porter,"Hoxley and Porter, 153 Upper Street, London, N1 1RA",N1 1RA,531668,184089,51.540354,-0.102811,Islington,Restaurant,,
283360,Island Queen,"Island Queen, Ground Floor, 87 Noel Road, London",N1 8HD,531992,183303,51.533214,-0.098437,Islington,Pub,https://www.theislandqueenislington.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
283370,Islington Sports Bar & Grill,"Islington Sports Bar & Grill, 274 Holloway Road, London, N7 6NE",N7 6NE,530876,185591,51.554045,-0.113666,Islington,sports bar,https://islingtonsportsbarandgrill.co.uk/,
283440,Kennedy's Public House,"Kennedy's Public House, 297 Caledonian Road, London, N1 1EG",N1 1EG,530657,184111,51.540786,-0.117373,Islington,pub,https://camra.org.uk/pubs/kennedys-london-124646,
283471,Kings Head Public House,"Kings Head Public House, 115 Upper Street, London, N1 1QN",N1 1QN,622675,-5527598,,,Islington,Pub,https://www.kingsheadtheatrepub.co.uk/,
283472,King's Head Public House,"King's Head Public House, 126 Blackstock Road, London, N4 2DR",N4 2DR,622675,-5527598,,,Islington,Pub,https://www.london.camra.org.uk/viewnode.php?id=126858,
283516,Lady Mildmay,"Lady Mildmay, 92 Mildmay Park, London, N1 4PR",N1 4PR,532909,185271,51.550693,-0.084466,Islington,Pub,http://www.ladymildmay.com/,
283517,Ladybird,"Ladybird, Basement and Ground Floor, 70 Upper Street, London",N1 0NY,531602,183611,51.536073,-0.103941,Islington,Cocktail bar,,
283519,Laki Kane,"Laki Kane, Ground And Mezzanine Floors, 144-145 Upper Street, London",N1 1QY,531674,184040,51.539912,-0.102743,Islington,Cocktail bar,,
283529,Large Glass,"Large Glass, 392-394 Caledonian Road, London, N1 1DN",N1 1DN,530674,184300,51.542481,-0.117058,Islington,Art gallery,,
283562,Lincoln Lounge,"Lincoln Lounge, 52 York Way, London, N1 9AB",N1 9AB,530344,183260,51.533211,-0.122199,Islington,Pub,https://thelincolnlounge.com/,
283564,Little Angel Theatre,"Little Angel Theatre, Little Angel Theatre, 14 Dagmar Passage, London",N1 2DN,622675,-5527598,,,Islington,Kid's theatre,,
283600,Lucky Voice,"Lucky Voice, 173-174 Upper Street, London, N1 1XS",N1 1XS,622675,-5527598,,,Islington,karaoke ,,
283647,Marquess Tavern Public House,"Marquess Tavern Public House, 32 Canonbury Street, London, N1 2TB",N1 2TB,532179,184417,51.543182,-0.095324,Islington,pub,https://www.marquesscanonbury.com/,
283653,Masque Haunt Public House,"Masque Haunt Public House, Part Basement And Ground Public House Masque Haunt Bentima, 168-172 Old Street, London",EC1V 9BP,622675,-5527598,,,Islington,Pub,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-masque-haunt-old-street,spoons
283673,Meltdown,"Meltdown, Ground Floor, 342 Caledonian Road, London",N1 1BB,530698,184107,51.540741,-0.116784,Islington,bar,,
283693,Mikkeller Brew Pub,"Mikkeller Brew Pub, 37 Exmouth Market, London, EC1R 4QL",EC1R 4QL,622675,-5527598,,,Islington,brewery,,
283698,Miller's Bar,"Miller's Bar, 19 Caledonian Road, London, N1 9DX",N1 9DX,530426,183085,51.531619,-0.121082,Islington,pub,https://millers.website/,
283709,Model Railway Club,"Model Railway Club, Keen House, 4 Calshot Street, London",N1 9DA,622675,-5527598,,,Islington,members club,,
283733,Mother Red Cap Public House,"Mother Red Cap Public House, 665 Holloway Road, London, N19 5SE",N19 5SE,622675,-5527598,,,Islington,Pub,https://camra.org.uk/pubs/mother-red-cap-upper-holloway-125108,
283751,Must & Lees Ltd,"Must & Lees Ltd, Basement And Ground Floors, 239 Liverpool Road, London",N1 1LX,531397,184027,51.539859,-0.106726,Islington,Winery,,
283761,Myddleton Arms Public House,"Myddleton Arms Public House, 52 Canonbury Road, London, N1 2HS",N1 2HS,622675,-5527598,,,Islington,Pub,http://www.myddletonarms.co.uk/,
283816,Ninth Ward London,"Ninth Ward London, Ground Floor Front, 99-101 Farringdon Road, London",EC1R 3BT,531386,182096,51.522509,-0.107619,Islington,bar and grill,,
283845,O2 Academy Islington,"O2 Academy Islington, 16 Parkfield Street, London, N1 0PS",N1 0PS,622675,-5527598,,,Islington,Music venue,,
283847,Oak and Pastor,"Oak and Pastor, 86 Junction Road, London, N19 5QU",N19 5QU,529269,186492,51.562503,-0.136502,Islington,Pub,http://oakandpastor.com/,
283865,Old China Hand,"Old China Hand, Ground Floor, 8 Tysoe Street, London",EC1R 4RQ,622675,-5527598,,,Islington,Pub,https://www.noordinarypub.com/,
283866,Old Red Lion Public House,"Old Red Lion Public House, 418 St John Street, London, EC1V 4NJ",EC1V 4NJ,531483,183097,51.531482,-0.105848,Islington,Pub,http://www.weareoldred.co.uk/,
283882,Orleans Bar,"Orleans Bar, Basement, 259-261 Seven Sisters Road, London",N4 2DD,531443,186781,51.564589,-0.105049,Islington,bar,,
283906,Park Tavern Public House,"Park Tavern Public House, 164 Tollington Park, London, N4 3AD",N4 3AD,531009,187150,51.568006,-0.111155,Islington,Pub,https://camra.org.uk/pubs/park-tavern-finsbury-park-124831,
284000,Prince Edward,"Prince Edward, 38 Parkhurst Road, London, N7 0SF",N7 0SF,622675,-5527598,,,Islington,Pub,https://londonpubsgroup.camra.org.uk/viewnode.php?id=48851,
284014,Q Shoreditch,"Q Shoreditch, 55-61 Tabernacle Street, London, EC2A 4AA",EC2A 4AA,532898,182358,51.52451,-0.085739,Islington,Club,,Permanently closed
284065,Rosemary Branch Public House,"Rosemary Branch Public House, 2 Shepperton Road, London, N1 3DT",N1 3DT,532777,183814,51.537623,-0.086933,Islington,Pub,http://www.rosemarybranch.co.uk/,
284071,Royal Star Public House,"Royal Star Public House, 220 City Road, London, EC1V 2PN",EC1V 2PN,622675,-5527598,,,Islington,Pub,http://www.theroyalstar.co.uk/,
284136,Sekforde Arms,"Sekforde Arms, Sekforde Arms, 34 Sekforde Street, London",EC1R 0HA,622675,-5527598,,,Islington,Pub,http://thesekforde.com/,
284146,Shaftesbury Tavern,"Shaftesbury Tavern, Ground Floor, 534 Hornsey Road, London",N19 3QN,622675,-5527598,,,Islington,Pub,http://www.theshaftesburytavern.co.uk/,
284165,Simmons Essex Road,"Simmons Essex Road, Ground Floor, 43 Essex Road, London",N1 2SF,622675,-5527598,,,Islington,Cocktail bar,,Permanently closed
284166,Simmons Farringdon,"Simmons Farringdon, 105 Charterhouse Street, London, EC1M 6HW",EC1M 6HW,531852,181860,51.520279,-0.100994,Islington,Cocktail bar,,Permanently closed
284170,Siorai,"Siorai, Ground Floor, 114 Junction Road, London",N19 5LB,529225,186333,51.561075,-0.137195,Islington,bar,,Permanently closed
284176,Slim Jim's Liquor Store,"Slim Jim's Liquor Store, Basement And Ground Floors, 112 Upper Street, London",N1 1QN,531680,183841,51.538122,-0.102731,Islington,Music venue,http://www.slimjimsliquorstore.com/,
284214,Sports Bar & Grill Farringdon,"Sports Bar & Grill Farringdon, Unit 4 Cowcross Place, Cowcross Street, London",EC1M 5UG,531687,181900,51.520677,-0.103356,Islington,Pub,https://www.socialpubandkitchen.co.uk/boundary-farringdon?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
284226,St Johns Tavern,"St Johns Tavern, St John's Tavern Public House, 91 Junction Road, London",N19 5QU,622675,-5527598,,,Islington,Pub,https://stjohnstavern.com/?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
284285,Steam Passage,"Steam Passage, Ground and Basement Floor, 44-46 Upper Street, London",N1 0PN,531548,183500,51.535088,-0.104761,Islington,bar,https://www.greatlocalpubs.co.uk/steam-passage-angel?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
284332,Sutton Arms,"Sutton Arms, 16 Great Sutton Street, London, EC1V 0DN",EC1V 0DN,622675,-5527598,,,Islington,Pub,https://www.instagram.com/suttonarms/,
284340,T Bird Bar,"T Bird Bar, Ground Floor, 132 Blackstock Road, London",N4 2DX,531834,186428,51.561325,-0.099544,Islington,Cocktail bar,http://www.tbirdbar.co.uk/,
284356,Tarmon Public House,"Tarmon Public House, 270 Caledonian Road, London, N1 1BA",N1 1BA,530732,183902,51.538891,-0.11637,Islington,Pub,https://camra.org.uk/pubs/tarmon-london-124641,
284407,The Albion,"The Albion, 10 Thornhill Road, London, N1 1HW",N1 1HW,531205,183969,51.539383,-0.109529,Islington,Pub,http://www.the-albion.com/,
284408,The Alma Public House,"The Alma Public House, 77-78 Chapel Market, London, N1 9EX",N1 9EX,622675,-5527598,,,Islington,Pub,https://thealmalondon.com/,
284409,The Alma Public House,"The Alma Public House, 59 Newington Green Road, London, N1 4QU",N1 4QU,532684,185009,51.548383,-0.087823,Islington,Pub,https://thealmaislington.com/,
284410,The Alpaca,"The Alpaca, 84-86 Essex Road, London, N1 8LU",N1 8LU,531941,183882,51.53843,-0.098955,Islington,Pub,http://www.thealpaca.co.uk/,
284412,Angel London Ec1,"The Angel Public House, 73 City Road, London, EC1Y 1BD",EC1Y 1BD,532784,182377,51.524707,-0.087374,Islington,Pub,https://www.theangelcityroad.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
284413,The Angelic PH,"The Angelic PH, 57 Liverpool Road, London, N1 0RJ",N1 0RJ,531367,183462,51.534789,-0.107383,Islington,Pub,https://londonpubsgroup.camra.org.uk/viewnode.php?id=27908,
284416,The Artisan,"The Artisan, Basement And Ground Floor St Johns House, 53-54 St John's Square, London",EC1V 4JL,531627,182148,51.52292,-0.104127,Islington,Pub,,Permanently closed
284422,The Betsey Trotwood,"The Betsey Trotwood, 56 Farringdon Road, London, EC1R 3BL",EC1R 3BL,531355,182190,51.523361,-0.10803,Islington,pub,https://www.thebetsey.com/,
284423,The Bill Murray,"The Bill Murray, 39 Queen's Head Street, London, N1 8NQ",N1 8NQ,531956,183643,51.536278,-0.098828,Islington,Comedy,,
284435,The Bull Public House,"The Bull Public House, 100 Upper Street, London, N1 0NP",N1 0NP,622675,-5527598,,,Islington,Pub,https://www.thebullislington.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
284437,The Canonbury PH,"The Canonbury PH, 21 Canonbury Place, London, N1 2NS",N1 2NS,532019,184578,51.544675,-0.097569,Islington,Pub,https://www.thecanonbury.co.uk/,
284439,The Castle,"The Castle, 34-35 Cowcross Street, London, EC1M 6DB",EC1M 6DB,531628,181851,51.520251,-0.104224,Islington,Pub,https://www.thecastlefarringdon.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,
284440,The Castle Public House,"The Castle Public House, 54 Pentonville Road, London, N1 9HF",N1 9HF,531260,183156,51.532055,-0.109039,Islington,Pub,https://www.thecastleislington.co.uk/,
284443,The Charlotte Despard,"The Charlotte Despard, Ground Floor, 17-19 Archway Road, London",N19 3TX,529239,187139,51.568315,-0.136697,Islington,Pub,http://www.thecharlottedespard.co.uk/,temporarily closed
284449,The Chocolate Cocktail Club,"The Chocolate Cocktail Club, 72 St John Street, London, EC1M 4DT",EC1M 4DT,531821,182014,51.521671,-0.101383,Islington,Cocktail bar,,
284463,The Corner Bar / Charlie's Cantina,"The Corner Bar / Charlie's Cantina, 125 Central Street, London, EC1V 8AP",EC1V 8AP,532109,182638,51.527211,-0.096986,Islington,Pub,https://camra.org.uk/pubs/corner-bar-london-156444,
284467,The Cross,"The Cross, 2-4 Wharfdale Road, London, N1 9RY",N1 9RY,530573,183316,51.533661,-0.118878,Islington,bar,,
284468,The Crown,"The Crown, 116 Cloudesley Road, London, N1 0EB",N1 0EB,622675,-5527598,,,Islington,pub,https://www.crownislington.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=B010&y_source=1_MTIyMzcwMzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,
284469,The De Beauvoir Arms,"The De Beauvoir Arms, 113 Southgate Road, London, N1 3JS",N1 3JS,532887,184264,51.54164,-0.085178,Islington,pub,http://www.debeauvoirarms.com/,
284472,The Depot N7,"The Depot N7, Bar And Premises, Westcliff House, Carpenter's Mews",N7 9EF,530329,185004,51.548885,-0.121765,Islington,Pub,http://thedepotn7.co.uk/,
284473,The Dovetail,"The Dovetail, Basement And Ground Floor, 9-10 Jerusalem Passage, London",EC1V 4JP,531637,182180,51.523196,-0.103972,Islington,pub,http://www.dovetailec1.co.uk/,
284474,The Drapers Arms Public House,"The Drapers Arms Public House, 44 Barnsbury Street, London, N1 1ER",N1 1ER,531272,184096,51.540509,-0.108516,Islington,pub,http://www.thedrapersarms.com/,
284475,The Drayton Park Public House,"The Drayton Park Public House, 66 Drayton Park, London, N5 1ND",N5 1ND,531498,185541,51.553442,-0.104719,Islington,pub,https://draytonpark.co.uk/,
284478,The Eaglet,"The Eaglet, Basement and Ground Floor, 124 Seven Sisters Road, London",N7 6AE,530765,186250,51.559984,-0.115022,Islington,Pub,https://camra.org.uk/pubs/eaglet-holloway-124880,
284481,The Exmouth Arms,"The Exmouth Arms, 23 Exmouth Market, London, EC1R 4QL",EC1R 4QL,622675,-5527598,,,Islington,Pub,https://www.exmoutharms.com/?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
284483,The Fellow,"The Fellow, 24 York Way, London, N1 9AA",N1 9AA,530341,183084,51.53163,-0.122307,Islington,Pub,https://www.thefellow.co.uk/,
284484,The Fence,"The Fence, Public House, 67-69A Cowcross Street, London",EC1M 6BP,531665,181830,51.520053,-0.103699,Islington,Pub,https://www.thefenceuk.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=B023&y_source=1_MTIyMzcwMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,
284488,The Florin,"The Florin, Ground Floor, 563 Holloway Road, London",N19 4DQ,529912,186528,51.56267,-0.127218,Islington,Pub,https://camra.org.uk/pubs/floirin-upper-holloway-125086,Florin vs Floirin- spelling query
284489,The Fox and Anchor,"The Fox and Anchor, 115 Charterhouse Street, London, EC1M 6AA",EC1M 6AA,531866,181882,51.520474,-0.100784,Islington,Pub,https://www.foxandanchor.com/,
284495,The Garage,"The Garage, 12 Highbury Corner, London, N5 1RA",N5 1RA,622675,-5527598,,,Islington,Pub,http://thegarage.london/,
284498,The George & Monkey,"The George & Monkey, 68 Amwell Street, London, EC1R 1UU",EC1R 1UU,531184,182917,51.529934,-0.110223,Islington,Music venue,,
284504,The Green,"The Green, 29 Clerkenwell Green, London, EC1R 0DU",EC1R 0DU,531471,182130,51.522786,-0.106382,Islington,Pub,https://www.thegreenclerkenwell.com/,
284509,The Half Way House,"The Half Way House, 74 Seven Sisters Road, London, N7 6AE",N7 6AE,622675,-5527598,,,Islington,bar,,
284510,The Hanbury Arms,"The Hanbury Arms, 33 Linton Street, London, N1 7DU",N1 7DU,532325,183645,51.53621,-0.093496,Islington,Pub,http://www.thehanbury.co.uk/,
284511,The Harlequin Public House,"The Harlequin Public House, 27 Arlington Way, London, EC1R 1UY",EC1R 1UY,531462,182920,51.529896,-0.106216,Islington,Pub,http://www.harlequinpub.co.uk/,
284513,The Hercules,"The Hercules, 504 Holloway Road, London, N7 6JA",N7 6JA,530389,186135,51.559028,-0.120486,Islington,Pub,https://www.theherculesholloway.co.uk/,
284514,The Highbury Barn Tavern,"The Highbury Barn Tavern, 26 Highbury Park, London, N5 2AB",N5 2AB,622675,-5527598,,,Islington,Pub,https://www.urbanpubsandbars.com/venues/the-highbury-barn-tavern?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
284518,The Holy Tavern,"The Holy Tavern, Basement And Ground Floor, 55 Britton Street, London",EC1M 5UQ,531644,182026,51.52182,-0.103928,Islington,Pub,https://camra.org.uk/pubs/holy-tavern-london-156296,temporarily closed
284519,The Honourable Artillery Company,"The Honourable Artillery Company, Armoury House, City Road, London",EC1Y 2BQ,532717,182188,51.523016,-0.088411,Islington,venue,,
284520,The Hope,"The Hope, 94 Cowcross Street, London, EC1M 6BH",EC1M 6BH,531782,181808,51.519828,-0.102022,Islington,Pub,https://www.greatlocalpubs.co.uk/hope-smithfield?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,
284521,The Hope And Anchor Public House,"The Hope And Anchor Public House, 207 Upper Street, London, N1 1RL",N1 1RL,622675,-5527598,,,Islington,Pub,https://www.greeneking.co.uk/pubs/greater-london/hope-and-anchor?utm_source=g_places&utm_medium=locations&utm_campaign=UC_pubpage,
284524,The Horns,"The Horns, 262-264 Old Street, London, EC1V 9DD",EC1V 9DD,532938,182527,51.526019,-0.085099,Islington,Adult entertainment,,
284525,The Horseshoe Public House,"The Horseshoe Public House, 24 Clerkenwell Close, London, EC1R 0AG",EC1R 0AG,531439,182251,51.523889,-0.106797,Islington,Pub,https://www.facebook.com/thehorseshoeclerkenwell,
284533,The Jolly Sisters,"The Jolly Sisters, 95 Bride Street, London, N7 8AX",N7 8AX,622675,-5527598,,,Islington,Pub,http://www.facebook.com/Thejollysisters,
284538,The King's Head Public House,"The King's Head Public House, 59 Essex Road, London, N1 2SF",N1 2SF,531838,183788,51.537609,-0.100474,Islington,Pub,https://www.facebook.com/thekingsislingtonlondon/,
