20900,Pure Gym,18 East Barnet Road Barnet,EN4 8RW,526517,196142,51.64984,-0.172704,Barnet
20908,Queens Arms,Queens Arms  Great North Road Barnet,EN5 1AB,525464,195762,51.646658,-0.188061,Barnet
20920,Railway Tavern,Railway Tavern 3 East Barnet Road Barnet,EN4 8RR,526395,196178,51.650187,-0.174448,Barnet
20921,Rainbow Centre,The Rainbow Young Peoples Activity Centre  Dollis Valley Drive Barnet,EN5 2UN,524981,195492,51.644338,-0.19512,Barnet
20935,Red Lion,Toby Carvery 31 High Street Barnet,EN5 5UW,524632,196424,51.6528,-0.199829,Barnet
21036,Sebright Arms,Sebright Arms 9 Alston Road Barnet,EN5 4ET,524086,196779,51.656111,-0.207592,Barnet
21123,South Herts Golf Club,South Herts Golf Club  Links Drive London,N20 8QU,525512,194174,51.632376,-0.187922,Barnet
21124,Southover Pre School,Old Finchleians Club 12 Southover London,N12 7JE,525371,192704,51.619205,-0.190484,Barnet
21161,St Peter's Social Club,63 Somerset Road Barnet,EN5 1RF,526217,195953,51.648205,-0.1771,Barnet
21250,Tally Ho,749 High Road London,N12 0BP,526359,192121,51.613746,-0.17643,Barnet
21312,The Arena Club,17 Central Circus London,NW4 3AS,522958,188632,51.583142,-0.226746,Barnet
21313,The Arkley,The Arkley Public House 2 Barnet Road Barnet,EN5 3EP,523198,196318,51.652155,-0.220585,Barnet
21318,The Barrington,Greenhill Parade  Great North Road Barnet,EN5 1EU,525590,195701,51.64609,-0.186262,Barnet
21320,The Beaufort,2 Heritage Avenue London,NW9 5AA,521806,190094,51.596531,-0.242857,Barnet
21323,The Black Horse,The Black Horse 92 Wood Street Barnet,EN5 4BW,524282,196473,51.653318,-0.204868,Barnet
21325,The Bodhran PH,3 Vivian Avenue London,NW4 3UT,522857,188556,51.582481,-0.228229,Barnet
21326,The Bohemia,762 High Road London,N12 9QH,526360,192309,51.615435,-0.176348,Barnet
21329,The Bridge Tavern,9 The Broadway London,NW7 3LN,521337,192053,51.614238,-0.248948,Barnet
21332,The Butchers Arms,148 High Street Barnet,EN5 5XP,524510,196748,51.655739,-0.201477,Barnet
21338,The Cavalier,67 Russell Lane London,N20 0BB,527593,193929,51.629715,-0.15796,Barnet
21339,The Chandos Arms,31 Colindale Avenue London,NW9 5DS,520943,189709,51.593261,-0.255446,Barnet
21342,The Claddagh Ring,The Claddagh Ring 10 Church Road London,NW4 4EA,522982,189415,51.590174,-0.226126,Barnet
21344,The Cock Inn,The Cock And Dragon  Chalk Lane Enfield,EN4 9HU,527760,196693,51.654507,-0.154541,Barnet
21367,The Finchley Tavern,686 High Road London,N12 9PT,526424,192019,51.612816,-0.175544,Barnet
21369,The Five Bells,Five Bells 165 East End Road London,N2 0LZ,526738,189520,51.590286,-0.171898,Barnet
21374,The Furlong,87 Colney Hatch Lane London,N10 1LR,528396,190586,51.599491,-0.147591,Barnet
21375,The Gate Public House,The Gate 195 Barnet Road Barnet,EN5 3LA,521713,195155,51.642026,-0.242443,Barnet
21378,The Gower Club,University College School Sports Ground  Ranulf Road London,NW2 2BS,524812,185915,51.558309,-0.200966,Barnet
21384,The Greyhound,The Greyhound 50 Church End London,NW4 4JT,522912,189526,51.591187,-0.227097,Barnet
21385,The Griffin,The Griffin 1262 High Road London,N20 9HH,526436,193980,51.630444,-0.174648,Barnet
21398,The Joiners/Chick Box/K Town/Locked & Loaded/Pizza Amore,Joiners Arms 51 Ballards Lane London,N3 1XP,525356,190939,51.603347,-0.191331,Barnet
21399,The Jolly Badger,128 Hale Lane Edgware,HA8 9RZ,520492,192369,51.617259,-0.261037,Barnet
21403,The King Of Prussia,363 Regents Park Road London,N3 1DH,525126,190659,51.600882,-0.19475,Barnet
21404,The Kitch At The Cav,67 Russell Lane,N20 0BB,527596,193933,51.629746,-0.157923,Barnet
21410,The Lord Nelson,14 West End Lane Barnet,EN5 2SA,523874,196357,51.652357,-0.210804,Barnet
21413,The Moon Under  Water,Varley Parade  The Hyde London,NW9 6RR,521273,189061,51.587362,-0.250905,Barnet
21418,The Old White Lion,Old White Lion 121 Great North Road London,N2 0NW,527241,189205,51.587342,-0.164756,Barnet
21433,The Railway,Railway Tavern 129 Hale Lane London,NW7 3SB,520641,192276,51.616401,-0.258918,Barnet
21434,The Railway Bell,Railway Bell 13 East Barnet Road Barnet,EN4 8RR,622675,-5527598,,,Barnet
21436,The Refectory,911 Finchley Road London,NW11 7PE,525089,187658,51.573921,-0.196353,Barnet
21437,The Rising Sun,137 Marsh Lane London,NW7 4EY,521794,193502,51.627163,-0.241848,Barnet
21444,The Spaniards Inn,The Spaniards Inn  Spaniards Road London,NW3 7JJ,526638,187232,51.569738,-0.174166,Barnet
21448,The Temple Fortune Club,122 Bridge Lane London,NW11 9JS,524377,189041,51.586514,-0.206133,Barnet
21449,The Three Wishes,The Three Wishes 122 High Street Edgware,HA8 7EL,519144,191776,51.612217,-0.280699,Barnet
21461,The Windsor Castle,Windsor Castle  The Walks London,N2 8DL,526778,189888,51.593584,-0.171189,Barnet
21463,The Woodhouse,230 Woodhouse Road London,N12 0RS,527308,191891,51.611474,-0.162815,Barnet
21471,Three Hammers Public House,Three Hammers  Hammers Lane London,NW7 4EA,522336,192822,51.620942,-0.234258,Barnet
21472,Three Horseshoes Whetstone,Three Horseshoes 1166 High Road London,N20 0RA,526426,193606,51.627076,-0.174928,Barnet
21492,Toolans,866 High Road London,N12 9RH,526346,192679,51.618772,-0.176431,Barnet
21499,Totteridge Millhillians Cricket Club,Totteridge Cricket Club  Totteridge Green London,N20 8PB,525092,193664,51.627895,-0.194169,Barnet
21500,Totteridge Tennis Club,Totteridge Tennis Club  Great Bushey Drive London,N20 8QL,525943,194228,51.632783,-0.181678,Barnet
21594,Waterfall Tennis Club,The Pavilion  Pymmes Green Road London,N11 1DD,528995,193231,51.623132,-0.137972,Barnet
21629,Wilf Slack Sports Club,19 East End Road London,N3 2SU,525359,190184,51.596561,-0.191557,Barnet
21645,Woodside Park Club,Woodside Park Club  Southover London,N12 7JG,525330,192778,51.61988,-0.191049,Barnet
21659,Ye Olde Mitre,Ye Olde Mitre Inne 58 High Street Barnet,EN5 5SJ,524650,196459,51.653111,-0.199557,Barnet
21660,Ye Olde Monken Holt,Ye Olde Monken Holt 193 High Street Barnet,EN5 5SU,524503,196978,51.657808,-0.201496,Barnet
